无效,无效,s_material_category
已检,已检,s_mtf_material
未检,未检,s_mtf_material
发起,发起,s_mtf
接收,接收,s_mtf
作废,作废,s_mtf
编辑,编辑,s_po
结束,结束,s_po
作废,作废,s_po
签字,签字,s_po
激活,激活,s_po
开放,开放,s_po_material
结束,结束,s_po_material
编辑,编辑,s_so
结束,结束,s_so
作废,作废,s_so
签字,签字,s_so
激活,激活,s_so
有效,有效,s_linkman
无效,无效,s_linkman
有效,有效,s_company_co
无效,无效,s_company_co
有效,有效,s_material
无效,无效,s_material
有效,有效,s_bin
无效,无效,s_bin
有效,有效,s_stk
无效,无效,s_stk
有效,有效,s_material_category




