有效,有效,p_wip
无效,无效,p_wip
有效,有效,p_bom_label
无效,无效,p_bom_label
有效,有效,p_line
无效,无效,p_line
有效,有效,p_routine
无效,无效,p_routine
发起,发起,p_mr
结束,结束,p_mr
作废,作废,p_mr
开放,开放,p_wo
结束,结束,p_wo
有效,有效,p_shift_plan
无效,无效,p_shift_plan
开放,开放,p_stops_plan
结束,结束,p_stops_plan
开放,开放,p_unplanned_stops
结束,结束,p_unplanned_stops
满意,不满意,p_s_pp
满意,不满意,p_s_pp
满意,不满意,p_check_plan
满意,不满意,p_check_plan
